time,beta,alpha,theta,delta,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
1434.500000,814.500055,78.939717,389.107438,584.156276,23.641878,28.958555,30.177485,182.525803,16.085938,22.882215,26.080360,29.169626,31.154856,26.064360,19.976995,13.733483,20.985332,25.079062,21.928114,9.189599
1435.000000,1180.313526,238.517771,480.354000,391.208850,25.672014,34.041718,32.316402,175.369064,12.300649,24.900013,31.298914,36.418171,39.213024,29.272814,21.278227,13.615665,22.094799,33.243385,28.342939,13.465907
1435.500000,705.395198,308.275935,458.942199,1220.926723,14.186154,26.834681,23.432419,254.031570,9.376884,15.350404,24.950932,30.358477,32.747257,23.644428,15.616278,9.422407,16.670179,29.187881,24.064219,11.657992
1436.000000,860.163940,227.001476,349.591766,4173.047769,17.634359,24.293850,21.926022,216.467789,13.645589,16.756775,22.313026,25.424263,26.164444,21.485708,17.000961,10.928634,16.568804,24.470158,20.491121,8.247032
1436.500000,1646.866214,178.095238,111.613011,6986.132301,15.986968,16.510269,15.862798,168.697189,15.567026,14.153690,15.558512,14.513898,14.350965,13.359004,13.483345,13.088482,13.371417,15.830619,14.421244,11.535811
1437.000000,964.648934,326.640092,464.840708,8054.347035,19.035173,18.695293,21.229668,116.329277,22.081230,15.127566,14.288627,13.571329,15.237648,18.143269,19.656931,17.312876,11.937169,11.285890,15.230906,14.764688
1437.500000,353.500648,234.992735,171.263042,3655.167560,17.924583,7.821176,8.482127,116.492172,7.481547,19.411970,15.626506,11.042747,10.213994,8.071710,6.387184,5.369413,18.932627,14.813083,11.743330,5.216149
1438.000000,167.662223,47.682560,109.049178,1464.850774,14.515474,16.249281,16.676424,123.126884,9.419753,14.019095,14.819510,15.467819,16.114311,13.123171,9.639018,6.463995,13.463395,14.693688,12.954166,7.819985
1438.500000,909.869932,246.679422,372.844545,2360.191231,19.593090,27.586966,28.250597,179.091095,19.928539,15.848021,17.188982,22.963816,25.292709,24.227196,21.715908,18.129362,12.326033,18.506454,19.940878,14.304670
1439.000000,743.666046,136.171840,264.645437,683.928633,16.007776,21.414942,22.425270,189.424133,14.099752,13.163932,14.777433,18.430136,19.535269,19.572176,18.525209,13.595203,12.200918,17.380518,18.467974,13.575779
1439.500000,507.207291,97.420255,43.053411,86.904547,17.046848,15.884601,15.331593,213.630676,8.230680,17.561495,17.809193,17.093157,15.999500,14.509040,12.609179,8.081281,16.103859,16.989651,16.206182,9.986021
1440.000000,714.340855,152.377424,119.873164,97.566409,23.259089,20.527851,15.387301,133.789032,9.091014,20.893850,20.824455,19.167593,17.122398,14.733477,12.387794,7.968322,18.143658,20.127747,16.274996,7.144626
1440.500000,386.757801,53.240771,143.066703,819.434369,16.664312,13.458359,12.125946,142.014969,8.637369,17.375017,15.165251,13.926762,13.243186,12.927043,11.898288,9.277413,16.422285,14.169050,13.127589,10.262929
1441.000000,408.156560,126.479192,145.203405,647.398713,13.255873,11.296982,10.741299,130.430344,9.228187,11.922613,10.071609,10.634468,11.635086,10.708502,10.289994,8.237245,10.804093,9.630868,9.782878,6.590736
1441.500000,588.218886,95.145377,134.660860,291.736264,22.045382,22.882872,23.147196,107.188057,18.354427,21.930161,20.548504,21.440105,20.989536,21.219067,20.842871,15.800982,20.026579,20.976664,19.798626,14.716981
1442.000000,837.181415,173.981368,625.408406,1207.351266,14.212471,18.495712,18.745468,126.736725,14.799871,12.539549,13.961871,17.549265,19.438683,18.381557,17.236427,13.552769,11.102319,16.698006,18.531809,13.687150
1442.500000,659.843343,193.870694,153.779691,546.082898,28.465466,30.064419,30.707302,220.448502,16.497843,22.736153,27.827175,29.877617,29.393139,26.568260,23.278368,14.894582,17.619436,27.572720,24.434227,12.976140
1443.000000,394.773721,176.336357,277.989112,223.282098,13.528400,12.692235,15.265480,133.293625,14.877171,11.515153,11.239461,13.137068,16.382141,18.566582,18.887430,14.963855,10.436049,13.918427,19.504131,15.976884
1443.500000,678.041222,203.615282,275.168378,409.941921,12.285933,17.193729,17.440100,153.637589,12.116828,12.109225,14.405478,16.909937,17.225189,19.130764,18.976765,13.943863,12.397031,18.915880,22.485516,17.959368
1444.000000,1015.640097,136.367955,130.180963,2511.665935,12.818429,14.391327,15.797578,156.345032,11.037524,13.514016,13.300051,15.727679,17.934277,18.326838,17.437292,13.197798,12.602457,17.237919,21.651432,16.293087
1444.500000,763.882308,408.660578,233.968536,1851.832418,15.614905,18.386959,19.222275,202.934433,10.147638,13.786450,14.529597,15.355610,17.122017,15.227321,12.650299,8.954710,13.389295,12.790095,12.258519,9.314769
1445.000000,630.276983,609.902501,409.993310,933.828221,6.735325,16.245861,18.735384,155.068069,10.828333,8.008790,12.731495,19.367392,24.577330,19.751383,14.908138,11.725807,8.366234,17.663691,18.532801,11.043446
1445.500000,564.432693,130.916130,379.748942,3585.282573,12.244695,18.475481,20.500031,131.932419,9.922409,13.754210,19.574942,23.267227,24.924438,18.329735,13.704855,10.079360,14.837187,21.015507,16.329453,9.268396
1446.000000,744.682126,39.362427,71.330963,1117.556703,12.044548,19.585230,21.020479,126.176796,10.761568,10.840442,14.316279,18.358208,19.850475,16.562906,13.209169,9.828503,9.975133,14.984118,12.945293,8.005737
1446.500000,514.768975,184.269535,214.692676,4846.202273,7.293746,16.513512,21.835409,195.996704,7.914316,8.983247,10.069897,16.435196,22.832361,21.423111,17.698843,12.016673,8.302814,14.469692,22.267696,13.850953
1447.000000,726.409536,196.071341,138.383225,503.373225,23.000250,27.501150,26.987015,124.516739,17.359270,16.714785,20.247831,22.333216,21.455320,19.649170,18.048265,13.760719,12.588628,18.998999,16.807112,9.583711
1447.500000,1016.458479,67.580905,74.476838,1065.622296,23.456348,41.872223,43.539150,191.719254,22.098265,22.160526,31.809336,35.944260,33.281834,32.344501,28.413088,20.779606,20.730673,29.279591,24.652103,19.435925
1448.000000,1684.304551,1179.874227,711.993129,4405.124326,16.984898,28.283630,30.817375,176.733337,15.797215,16.865129,20.910727,23.919353,27.113155,25.414890,22.360168,17.222980,15.030857,20.816748,22.798927,16.587675
1448.500000,1950.888440,921.154571,3659.273159,4414.221750,16.184504,16.972475,20.647024,157.446548,15.730113,11.284797,9.770797,16.553028,23.276033,21.627298,19.124754,14.221894,9.465524,15.413245,20.755037,12.982865
1449.000000,724.402016,129.553997,346.653035,2534.007623,13.108495,14.221231,14.363670,110.949509,8.551329,10.107885,12.114397,14.900251,16.922762,13.953458,12.724051,7.677642,9.863742,13.843596,13.763752,7.181479
1449.500000,541.566461,66.749305,225.344566,1504.520129,18.815598,25.837906,28.623154,103.637703,13.435787,18.887415,20.973793,25.051138,27.061007,26.348206,23.377714,13.999263,17.237268,22.940523,24.154625,12.440335
1450.000000,1641.332436,385.333578,401.237457,670.441972,15.750751,16.724085,20.238729,192.586472,11.080561,15.740791,13.059275,12.312288,12.575500,13.165502,11.016812,8.328738,15.137941,11.957600,11.194522,7.762743
1450.500000,446.002950,27.967978,96.355411,267.804846,24.515734,20.057539,18.665121,157.291580,18.452177,18.472317,16.265064,14.265831,12.115086,13.042353,13.079893,11.376495,15.971169,13.332820,12.147373,9.177004
1451.000000,344.093660,87.830577,159.808724,570.281269,18.999393,19.058550,18.056492,142.878647,12.457006,15.908016,18.748993,20.201355,21.778450,18.970291,17.479298,11.162314,18.205158,22.683119,22.012106,12.610162
1451.500000,1196.724673,264.108687,209.380808,1363.528588,32.567841,31.339779,26.721775,124.095840,15.333840,25.978498,26.711058,25.059893,21.289238,20.592966,16.654718,12.244876,20.758875,21.989700,18.933104,11.261967
1452.000000,1082.266786,400.237716,705.865743,1468.827741,23.525160,29.308758,26.847895,120.355125,14.991228,18.504238,23.536631,26.659805,25.384087,21.408703,13.958779,9.548096,16.782389,25.281286,19.548969,8.179826
1452.500000,518.533427,169.874902,213.626168,672.433037,20.230885,27.217278,25.717432,136.618149,18.225742,17.383387,23.038267,24.722292,23.287987,21.732481,18.636654,15.029169,16.685314,22.315653,19.370911,10.971643
1453.000000,467.821202,90.651515,232.668726,710.559192,28.456110,35.017143,35.249653,187.076401,24.592236,22.315260,29.383776,30.516726,30.265375,28.080141,24.865599,20.224232,19.274193,26.613499,23.158979,13.245747
1453.500000,465.757225,126.777402,61.084749,221.863632,15.511015,19.809095,20.226898,116.809258,16.555733,12.965589,16.358311,16.764673,17.274025,17.067247,16.335911,13.930861,11.825175,15.598001,14.797705,10.254199
1454.000000,261.626845,110.670044,40.875647,104.950238,13.927925,18.371885,19.900879,108.242943,15.477493,11.982044,13.230143,16.834755,20.756784,20.060457,17.790035,14.180045,9.467451,13.577332,16.597288,11.783709
1454.500000,855.253967,183.119731,243.665896,197.463298,8.561632,8.832896,8.389602,128.058716,8.436070,9.728588,7.668822,7.897302,8.064571,6.992246,7.330581,8.102615,12.857802,9.740937,9.277784,8.586604
1455.000000,711.122015,334.874952,1396.806142,1207.942222,16.654394,13.901128,13.764656,281.232056,10.764948,14.740332,13.612161,12.632938,11.498531,11.933298,11.113164,10.328528,15.532704,12.036271,11.301469,12.801968
1455.500000,536.967397,200.876214,427.093828,1010.094691,13.650352,24.328232,25.132832,148.699020,22.671942,9.405909,14.478835,18.948332,20.531162,21.546999,22.773115,19.926275,6.668828,14.668327,18.188923,15.822585
1456.000000,1708.459582,223.145228,426.052923,2907.560532,25.829571,26.897249,23.544069,140.206161,20.815746,23.098413,25.388748,21.554848,17.259954,16.650602,15.969404,15.044642,19.072205,17.515013,13.778241,10.784184
1456.500000,328.601786,146.369758,273.960902,3086.993200,14.229993,31.732187,31.673698,123.437347,20.422386,16.409864,30.869907,35.803501,35.664738,34.762859,31.470194,22.185692,20.578804,38.314713,39.759670,26.409204
1457.000000,291.303868,71.155597,242.385521,2164.457223,13.122502,25.664934,26.541498,191.367798,20.394251,9.510921,17.671316,22.872126,24.315239,25.609182,26.132462,19.974281,8.352972,22.166195,26.769131,21.739758
1457.500000,779.018786,114.568281,219.669039,1141.194541,16.529299,17.490383,16.612720,103.404648,10.644058,16.943575,16.571455,15.784346,14.554221,13.476769,10.962868,7.985639,17.984667,15.311844,13.012424,8.207221
1458.000000,1461.287045,410.296323,272.276491,767.785405,20.672550,32.075039,29.446226,96.035858,15.875615,19.813894,26.387598,28.734268,27.093164,23.685270,18.810490,14.065286,18.744368,25.465424,22.116575,12.964434
1458.500000,522.587969,754.225241,210.624533,951.133778,15.663050,20.956190,18.456432,115.734360,5.302042,15.753061,18.070608,18.555679,16.468487,13.442430,9.489943,5.829918,16.937944,19.172501,14.233078,8.845424
1459.000000,743.032607,84.697064,82.881632,407.641033,16.753813,24.203243,23.074711,188.955734,12.708555,17.644938,21.729170,23.270460,21.928993,19.436232,15.475640,11.086823,17.435833,20.868412,17.784740,10.265812
1459.500000,275.894700,65.118763,110.558844,114.088932,12.569348,25.282507,28.602398,97.086945,16.063034,12.424500,18.608139,25.120426,29.382803,26.735035,21.551779,14.652312,14.264944,23.452528,24.404791,13.895444
1460.000000,706.458990,47.982276,50.395229,620.187998,13.305179,17.575148,18.647009,202.029404,13.728955,11.939816,14.624908,15.959233,16.627203,16.746582,14.677858,11.448437,10.363234,13.974387,13.539434,8.174907
1460.500000,329.496273,34.556699,84.653289,1180.749237,14.990991,13.452700,14.465338,157.393509,8.598966,11.119138,11.555731,13.253608,17.483288,16.258202,14.049753,9.064578,8.107549,14.870766,17.988882,11.889335
1461.000000,380.060169,95.491204,96.827091,974.672402,17.495630,23.054447,21.897272,189.746338,10.569584,16.413994,19.069061,21.995514,21.995680,19.418449,15.141230,10.314537,17.768160,20.953396,19.403465,12.962970
1461.500000,684.670798,190.499165,432.612207,1373.822794,26.736628,32.375965,31.015678,192.932907,16.521938,23.613314,25.913694,28.480410,28.457458,25.936924,21.137344,15.325184,22.320288,25.335634,24.308979,14.309903
1462.000000,430.651827,133.435009,532.712580,1036.965122,28.236588,20.105307,17.215748,136.490646,9.344985,26.513594,23.877928,18.837341,15.245122,14.785526,12.297688,7.811314,24.575994,19.355419,14.926343,9.778792
1462.500000,1604.834061,257.303370,66.812649,1115.327887,29.472179,24.497246,23.089272,138.603470,14.568417,26.830130,23.571753,21.636030,20.293734,19.912724,16.649273,12.463855,21.763720,20.310324,18.952274,11.780058
1463.000000,1272.626971,246.771481,257.094544,787.947565,21.561172,22.318907,21.436369,208.150742,13.325187,20.408167,19.708242,20.279577,18.291681,17.797756,15.821096,12.367729,16.676908,20.281794,17.793509,13.266711
1463.500000,268.925525,160.000488,291.236703,298.661979,19.961222,25.968750,24.136763,120.064659,12.778355,23.019417,32.976524,34.453945,31.927347,25.937008,22.543213,15.491736,28.077169,38.794197,30.917112,18.461622
1464.000000,881.494352,69.386593,155.302517,782.437931,24.636538,58.977043,67.928032,253.093307,48.337448,22.902571,39.663738,54.280903,61.769474,62.988697,58.126045,42.707138,23.877047,48.203300,50.820126,32.089951
1464.500000,709.010722,42.715617,130.263034,251.715140,36.581894,62.217846,76.567902,161.268906,59.732021,29.735781,36.971813,47.983280,58.723587,68.601456,65.943558,50.461494,24.217211,38.311928,54.407871,40.429390
1465.000000,469.104176,381.887606,691.345386,727.544120,36.585621,43.889240,46.272278,205.483093,36.855106,25.633913,28.500385,31.549986,33.948463,38.274971,37.025948,29.378101,21.831585,25.673161,30.298706,23.715227
1465.500000,1103.861929,53.023080,348.775749,449.713993,31.371675,46.507442,54.123341,182.859543,28.003359,30.380535,39.050709,45.969315,51.842266,45.863148,36.374634,24.085381,28.987379,37.774532,36.359329,17.807228
1466.000000,671.538898,151.793368,88.422306,435.845159,20.127382,36.762585,45.983025,147.418076,29.153151,19.669817,23.437008,34.612328,46.340687,46.336132,41.725594,27.486437,18.752766,29.053535,39.180065,22.596203
1466.500000,613.455840,72.856903,65.041427,482.319980,15.819712,20.168501,19.028219,123.414337,4.878660,12.437979,10.575844,15.450075,18.038113,12.432528,8.693153,5.073549,10.812897,13.089473,11.761293,6.107631
1467.000000,229.834916,72.982069,67.343217,741.427538,13.669306,16.629387,18.200331,193.210373,17.215155,17.537182,18.020065,19.003910,20.025963,20.769779,21.309755,18.260746,17.824776,18.543957,20.887823,18.377329
1467.500000,486.314860,150.285360,75.848911,825.461320,16.697245,22.025120,22.259354,126.638657,10.586938,15.094131,17.673119,24.142954,33.432682,21.159542,12.149970,9.022233,13.564825,24.136278,22.500305,8.938423
1468.000000,347.975021,380.926269,237.333679,628.773734,17.586418,22.848825,22.967829,94.265388,12.031313,16.508490,17.542788,20.284405,26.138605,20.803606,17.602930,11.980515,17.425905,19.409498,20.108992,12.224488
1468.500000,853.839555,306.653166,543.238626,948.709614,17.481888,25.321848,23.790203,111.193993,13.193105,15.770112,16.672621,18.241114,17.335461,16.463366,15.122234,10.663658,14.614070,14.682357,12.815443,8.841048
1469.000000,578.647582,100.984486,192.655822,767.975370,8.886813,16.224291,17.237661,145.549240,9.820695,9.819123,12.974994,18.045155,20.406513,16.698416,12.929883,9.247134,13.964087,17.300873,16.127384,10.730362
1469.500000,321.260370,38.746354,127.738268,595.728197,11.520337,17.353672,17.140072,143.741074,11.610933,9.065716,12.129512,16.444414,17.857126,14.918219,12.367484,10.784359,8.201864,14.316487,14.157017,9.957104
1470.000000,476.859731,38.975688,78.623298,953.740760,12.325468,17.733620,17.589615,188.669601,12.151620,11.892529,15.905661,19.707182,21.688900,15.740651,11.631173,10.851881,14.065907,18.486315,14.903080,10.661020
1470.500000,361.659750,84.111532,197.794187,698.367099,16.379488,24.937632,25.690655,131.647842,14.282843,15.360916,19.998825,23.784561,27.032001,22.163115,16.205959,12.140710,18.344007,21.018448,20.554363,11.385815
1471.000000,451.464042,93.539044,221.322970,338.026726,11.822396,18.123255,20.820068,99.174896,7.417875,13.583510,13.701696,16.038448,16.576239,15.333656,12.780667,9.319709,13.983974,13.807738,12.474555,8.882277
1471.500000,808.317041,723.538064,220.605058,1649.106568,17.194851,23.796913,26.050621,183.694641,13.566412,17.521021,19.220842,23.216610,26.686058,24.540094,21.622305,15.518775,17.430731,21.329941,23.883322,14.743123
1472.000000,1121.763068,267.395397,440.144685,641.672544,10.794604,20.772921,21.322115,117.092781,11.657568,11.286343,16.061319,22.807673,27.957884,24.130333,19.687592,13.974925,12.642385,22.126999,25.306376,15.046941
1472.500000,324.465642,191.104040,157.839514,194.157203,13.244492,21.768950,21.404568,128.956329,11.447522,18.255419,19.122097,22.275705,25.220707,20.630548,16.291412,10.394805,23.079752,21.837502,21.110058,11.971875
1473.000000,232.053276,85.895103,46.967251,123.119364,14.066004,14.653185,12.691010,115.281921,13.708722,15.615132,14.678015,13.787882,12.845990,11.110106,11.808901,10.117276,18.619646,14.307991,11.165416,8.744664
1473.500000,666.264799,134.941383,331.581577,274.602022,16.350351,19.927908,19.614721,227.381699,17.595072,11.482457,13.357703,16.073629,19.061172,17.680235,16.037130,13.044140,8.835472,13.390687,17.283846,13.405790
1474.000000,1113.678551,202.357414,189.765801,415.779208,10.485927,13.761605,13.824895,116.576408,7.840109,9.591371,11.443029,12.625214,14.878923,11.402482,9.033856,5.992688,12.122381,13.954950,12.336929,9.987591
1474.500000,2259.406131,150.354989,146.740603,388.314091,9.196600,10.441782,13.635925,101.333656,9.150376,7.482648,7.350805,10.209080,15.173155,13.172583,10.312521,7.352965,6.468417,10.360569,11.504579,6.152011
1475.000000,1071.185147,489.325862,769.119545,182.738295,10.763036,14.897262,15.545034,131.189056,7.883756,10.412144,12.983830,15.158967,17.730368,14.434879,10.181455,7.081148,10.200873,17.103512,17.633457,8.649901
1475.500000,372.602835,110.356589,165.263724,1125.265761,9.668819,14.641184,14.135444,179.379547,7.526665,10.305149,12.070106,12.784184,13.230672,12.075725,9.849499,6.960628,11.281916,14.681699,14.666119,8.756089
1476.000000,539.786403,75.484888,130.402096,1048.911111,9.611617,16.040155,16.529535,114.958588,10.048250,10.390750,13.635694,15.010411,14.998569,14.775634,12.557706,9.541999,10.707237,15.144914,14.776795,9.416863
1476.500000,363.319368,202.763148,164.733370,853.032659,12.077285,21.785772,25.708220,138.039337,9.312803,11.822306,15.090454,22.650166,31.045082,26.465673,19.464251,11.442402,11.874240,21.505167,25.817541,14.726095
1477.000000,1829.731137,523.255753,642.637687,1156.891289,14.573177,19.205477,16.880510,136.291199,7.967539,13.019589,16.245674,16.516365,15.906207,13.698265,10.546492,7.437488,11.583282,15.555886,14.101111,7.930280
1477.500000,735.327080,176.734761,226.467725,1792.775902,12.078636,25.418648,24.692438,189.855255,12.522498,13.797268,19.188885,24.183483,25.117786,22.384708,18.578829,12.739148,16.197878,23.589954,21.614313,11.737290
1478.000000,820.598200,437.592979,585.705213,1476.053142,7.492626,18.049210,21.837490,134.460327,13.920244,6.749310,9.905910,16.186764,20.677298,19.593330,17.317053,12.061689,7.334170,14.736054,15.905659,9.028933
1478.500000,366.072646,102.408777,485.444402,1703.274454,18.288471,28.376282,32.492382,154.847977,18.278625,20.683336,28.341002,32.921902,35.661079,31.916653,26.873852,17.831598,25.012451,33.523624,30.980106,15.684075
1479.000000,261.141918,30.160666,68.699916,834.454594,26.485405,36.564171,40.792591,143.118225,31.982016,30.461809,37.625195,40.120914,41.930790,45.794872,46.309608,33.730877,29.879112,37.641228,45.233326,34.713837
1479.500000,1032.774438,56.151317,156.985349,2020.003988,32.950012,46.135368,46.810951,212.419861,32.351559,30.672838,42.452042,48.074478,50.413036,50.666065,47.993324,33.060234,27.400364,44.241367,50.335487,33.342010
1480.000000,1559.428868,279.169626,312.408187,1396.998551,33.149368,34.208801,33.907570,137.154282,21.417711,32.840282,34.917728,34.344593,33.731060,32.592709,29.654476,21.704315,32.449615,31.375313,31.762714,21.073147
1480.500000,504.784106,80.791253,172.564571,1374.556026,28.223497,30.706633,29.750710,114.232941,25.975159,31.656021,36.147079,33.868286,30.123915,27.845404,25.758055,20.990044,33.615883,34.212822,27.344343,19.001381
1481.000000,547.988771,30.916053,33.639201,1431.287848,32.136734,50.399406,51.362511,149.065323,32.212357,32.584312,44.353977,48.195835,46.343410,43.408752,38.614536,28.784176,33.438717,43.706776,37.787663,22.296133
1481.500000,798.070726,544.225837,898.116176,1327.470321,19.753263,32.274994,37.343857,197.175262,23.051046,19.945917,23.028479,24.736773,25.693632,28.284233,25.300602,18.514154,21.330042,21.247295,21.677475,14.492146
1482.000000,389.043680,60.868399,367.632282,693.955219,31.849613,55.483486,60.433414,158.062561,30.415615,31.130558,40.818810,48.796894,49.856678,46.523636,36.541878,25.688541,28.581530,40.628250,34.284355,17.851692
1482.500000,768.405057,101.634685,207.566963,888.057149,29.552689,41.075573,40.351166,108.289291,17.047710,29.461582,35.699406,37.952736,34.858337,31.342911,26.792955,19.137875,29.626587,34.581467,29.490564,21.012346
1483.000000,551.482018,74.706768,121.164259,1761.885291,19.711201,23.397734,22.430788,132.809570,22.485300,17.372990,22.135418,20.476864,19.034607,22.088028,24.650780,21.881601,20.297762,21.840630,20.688379,20.127872
1483.500000,403.417219,173.438869,252.283512,569.531452,21.266607,27.702908,30.102245,189.158585,18.923491,27.591917,30.898373,27.625944,23.493484,21.804718,19.653191,16.882698,30.937222,30.159372,17.781281,11.029458
1484.000000,328.818261,142.329349,215.423885,1723.047950,44.150612,59.843235,56.746101,133.338684,21.831770,47.566208,56.065136,57.550713,51.260845,44.638260,36.041946,23.825861,47.141766,53.638603,43.315186,24.481585
1484.500000,741.376114,294.734361,579.101398,4587.074038,17.700811,28.141706,30.567432,111.383026,17.963869,17.177410,21.638399,26.341196,25.982620,25.852335,22.548292,17.750032,17.813715,24.258507,23.082134,15.777426
1485.000000,852.326329,158.280695,728.908108,3258.447056,25.434977,23.873718,22.160484,170.751434,11.153751,23.938538,24.396151,22.342836,21.360928,21.600994,20.408056,14.166327,24.987621,24.203224,23.380962,17.410452
1485.500000,1281.376331,158.669522,349.459254,4506.302329,20.520172,16.563608,16.683252,180.875992,12.900797,20.707766,17.684587,16.948393,18.798338,18.840982,17.049829,10.929251,20.815172,17.823589,20.063303,12.441919
1486.000000,560.187424,309.959669,729.825863,1647.908213,24.932817,12.712146,10.340634,160.610901,10.401648,30.219845,21.052933,13.976271,11.467546,10.873773,11.183105,10.700412,30.291368,15.150031,10.963992,9.477198
1486.500000,750.542461,215.852638,237.268211,578.840339,45.985367,85.582077,88.247704,197.299271,42.724819,49.637016,67.292892,76.341751,75.020988,72.079651,64.654556,47.629494,50.083607,68.241676,62.693291,42.645149
1487.000000,330.115095,178.360052,170.733544,675.318685,16.918339,31.642477,32.759953,129.229599,20.151962,17.088240,25.380144,29.477812,28.452156,25.701698,26.281376,22.659479,16.835167,27.678387,25.126556,21.179062
1487.500000,391.516781,152.928868,262.132044,525.173978,21.898281,29.198994,29.458015,90.458023,26.489523,21.994375,29.506140,31.572151,29.769411,30.937883,32.785355,25.744207,23.116093,33.962944,31.753790,23.111364
1488.000000,1870.709518,829.561253,898.922957,2846.082020,23.142124,26.912231,22.721659,177.667969,26.761759,18.686394,23.131130,26.270014,22.065769,18.403860,23.228338,22.976625,15.189711,21.810083,18.061146,18.846369
1488.500000,444.182707,99.927134,197.425130,462.954811,14.681712,22.417057,19.690184,139.802414,10.968716,17.385656,22.136814,25.440126,24.969444,18.552107,16.327208,12.076996,18.593988,25.607248,21.086901,12.235489
1489.000000,312.985423,50.646317,145.712679,376.579461,8.828351,18.476059,18.436623,143.988464,16.271902,16.822449,22.566214,26.478115,26.734573,18.319422,13.273193,9.451095,23.283953,30.236214,23.813902,10.303447
1489.500000,478.969568,72.488897,72.928971,540.289193,33.430183,45.401775,56.532093,188.927872,42.873817,22.595518,26.962950,39.616440,49.923828,50.976494,48.033066,37.341892,16.641356,32.897961,40.596676,25.575790
1490.000000,279.175686,59.370914,143.189187,534.377448,28.452724,81.627060,93.249435,238.782486,38.236446,24.625076,48.931297,74.550758,88.468826,78.281677,59.062908,37.123974,18.501152,61.369240,64.654556,29.699465
1490.500000,982.381838,120.862417,233.096215,399.033028,12.042201,23.209999,27.083973,150.904785,20.993706,10.831786,15.277713,17.786922,21.801428,23.179228,21.934422,16.618355,12.922891,15.349916,18.596231,14.652239
1491.000000,1143.883705,225.515331,249.909360,1020.643385,16.978819,19.741592,19.108723,112.410873,16.623823,18.633749,21.903852,21.456024,18.471119,18.892475,20.820515,17.737860,19.196730,22.495363,23.429871,19.569330
1491.500000,968.827122,356.174293,1028.845645,698.977491,51.460712,52.953728,53.450203,102.803108,41.269230,48.539204,56.548634,57.052517,60.607117,57.821243,54.088974,43.404438,40.783096,57.278526,60.933601,39.823238
1492.000000,1032.712854,200.213633,178.987548,596.767012,52.289547,51.186920,51.140072,179.847656,34.531368,48.181004,52.681736,52.798569,52.602005,49.773491,44.607342,36.027657,38.727844,52.715252,51.450474,32.413868
1492.500000,305.309933,126.648431,153.667065,463.678905,35.866184,48.615387,51.794991,116.919746,27.599611,32.535591,41.345078,48.843388,52.000134,48.994781,44.071999,34.707386,28.919432,45.950504,45.324089,31.016485
1493.000000,289.217967,103.686576,170.348892,478.914565,31.476273,66.276917,72.511154,518.908875,44.562103,41.707649,54.122543,62.990219,65.056572,66.638603,61.352112,47.760448,44.941849,59.034233,59.173691,43.667191
1493.500000,562.026575,147.108434,80.748338,195.246891,32.101555,32.069355,36.618649,390.357178,19.891104,27.425823,20.676430,24.627979,28.418510,27.297577,20.054998,13.142178,19.943266,19.486126,21.640766,10.367246
1494.000000,702.532182,99.851226,54.337742,683.201718,29.838907,23.780701,22.880243,215.332413,20.348387,26.595482,22.460741,22.611631,22.566841,21.031832,19.823383,17.558388,22.043337,25.111309,22.892948,17.482000
1494.500000,1272.228739,795.204620,696.897829,443.104719,38.746746,40.960030,37.205437,172.318542,21.055777,35.012695,43.227806,40.688114,36.486366,32.248608,27.668871,19.129465,36.245850,47.441872,36.955265,22.006384
1495.000000,799.607491,268.827667,251.790454,611.866003,24.684015,24.935497,25.869637,180.734055,14.308288,24.847557,26.141718,24.858456,24.945456,23.394663,19.144669,13.026339,28.125910,30.841877,26.348120,14.757775
1495.500000,140.638154,144.238867,325.190548,2248.266202,31.149605,23.743990,19.808981,146.302689,10.533818,27.064255,26.570824,22.360239,19.452690,15.548350,12.261649,8.130859,25.535078,22.366861,14.943224,7.806512
1496.000000,875.046364,139.057653,229.725580,498.193390,31.916330,20.298500,16.564602,173.781815,12.705562,26.950697,24.201248,17.772223,14.898492,11.273894,8.938341,7.788532,24.025723,19.044670,12.619044,8.501253
1496.500000,869.497456,106.889026,37.040853,179.907193,27.863096,21.482557,14.228798,120.233322,8.894356,27.188841,27.839373,20.701603,14.389680,13.709454,12.750589,9.105664,28.434935,24.646669,16.246799,8.971248
1497.000000,456.552807,165.421972,132.569076,361.969473,28.148523,34.895031,28.859547,113.381630,13.250112,25.206123,33.378082,33.249462,30.140255,24.236841,18.502657,11.934830,24.284538,33.750538,24.450603,11.076442
1497.500000,701.831146,205.869779,113.513307,469.232468,26.426683,38.170521,38.926994,167.870575,32.719616,20.390125,28.783207,34.530697,38.150379,38.065006,36.165680,27.347258,17.018997,33.729843,36.109306,23.007723
1498.000000,1100.205066,270.256646,375.531672,1074.686893,25.077154,23.995283,22.954756,159.323074,18.980339,17.855040,20.192759,20.706816,21.715559,21.055868,18.929461,12.876734,15.319739,20.798525,20.461807,10.612805
1498.500000,458.585977,176.260067,204.172111,191.967904,26.117552,19.281874,15.569774,120.099197,13.304300,19.144342,19.119030,16.697020,14.702842,13.960497,13.350431,11.547084,15.628689,16.460575,16.502142,10.534829
1499.000000,624.754284,61.489016,101.150284,241.585608,35.603722,24.729240,16.529711,105.108116,14.887842,26.257153,23.057007,17.765734,12.131235,9.289183,10.352147,9.949422,19.868841,13.246680,13.060646,10.856540
